texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 :///kcjp1avx9m'
' @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… '
'  recibos 171 ctrl+c  31 de junho  assinaturas diferentes @joicehasselmann @villamarcovilla @veramagalhaes #3em1 #ospingosnosis :///hjzqwd7aqc'
':///2yxrqym0cl '
'#arrestlula corrupto  vai ser o fim do #forodesãopaulo :///tvjqwzztpa'
' @rosangela_bolze: parabéns @trf4_oficial  #dirceunacadeia 30 anos e 9 meses 👊 basta de apelações  cumpra-se  em breve … '
' @jackieaus: #arrestlula corrupto  vai ser o fim do #forodesãopaulo :///tvjqwzztpa'
'@estadao pt já era       :///3wz4mxseo5'
'tribunal condena zé dirceu a 30 anos #estadao  :///hwjyvu0yxv :///j8mclwnahu'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
"' maravilha, quanto mais #crimes o ladravaz cometer, pior pra ele :///zauwtoorae'"
"' @oliveira27m: e o pior, tem vários testemunhos da inocência rs rs rs  :///evgux1dsb4'"
' @direita_blog: tribunal condena zé dirceu a 30 anos #estadao  :///hwjyvu0yxv :///j8mclwnahu'
' @oliveira27m: o que na verdade interessa é procrastinar o andamento processual #bastadecorruptos :///yzof8zt7tj'
"' @oliveira27m: com toda certeza lulladrão seus assessores, muitos #bastadecorruptos :///wmekd7wwj9'"
'@lulapelobrasil recibos de 31denov no nome da defunta que marido canalha matou a mulher e joga a culpa de tudo nela  :///daw0uvape7'
'tenho lá minhas dúvidas serácwue mesmo preso o grande chefe vai parar de roubar  :///twvq9yjha5'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @jackieaus: #arrestlula corrupto  vai ser o fim do #forodesãopaulo :///tvjqwzztpa'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
'@oficial_samuca luladrão não para de fazer merda #aecionacadeia '
"'moro não persegue lula, apenas julga com base nos autos nós perseguimos sim nossa maior glória será ver  :///hm1vgsvuoh'"
' @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia ://t…'
' @direita_blog: tribunal condena zé dirceu a 30 anos #estadao  :///hwjyvu0yxv :///j8mclwnahu'
'aquele momento em que você se arrepende amargamente de não ter frequentado a escola   :///gu7qy5cmby'
"' @giancarlobpaim: agora, é #dirceunacadeia…  daqui há pouco, será   🙏🏼'"
' @titoporto10: a justiça no brasil não é levada a sério  pelo fim da impunidade @ppreacarn @belcarvalho5 @justbira… '
' @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia ://t…'
"' @ritaoli36702816: :///iplshn2xpg justiça finalmente sendo feita, agora falta o chefe @trf4_oficial  @sandrarcreye…'"
' @mari_kali: piada pronta  :///cloly8sept'
' @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… '
' @clissiacrepaldi: mal caráter isso sim ele todos os acéfalos que o seguem  :///fskttq5hws'
'a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
"' @rws2828: #dirceunacadeia 30 anos, mais do que justo agora é a vez do chefe '"
' @jardelschneider: @nas_ruas acho que quem deve se preocupar é o lindbergh #lindberghnacadeia  #dilmanacadeia #dirceunacade…'
' @aurora__9: @trf4_oficial  #dirceunacadeia :///5p1vurcfuj'
'@lulapelobrasil quanta falsidade meu deus ate quando esse safadovai ficar enganando o povo '
' @debbiewerneck: e o brasileiro continua com sede de justiça até quando #dirceunacadeia  #corruptosnacadeia eu apoio… '
' @laurides: já passou da hora de todos esses caras irem para a cadeia #dirceunacadeia  :///ajfav04hpo'
' @giancarlobpaim: não se pode dar credibilidade a absolutamente nada do que dizem nada  dissimulação é fichinha  … '
' @misabelmelo1:  #lulaprapresidenteprudente #dirceunacadeia :///nkoawxbpew'
' @br100ptralhas: @trf4_oficial  #dirceunacadeia #tocommoro  :///agdabxxypa'
' @misabelmelo1:  #dirceunacadeia'
' @osmarsilvabr: tudo pronto para mais uma encenação do maior vagabundo que esta pátria já pariu  #tocommoro #dirceunacadeia…'
' @julietapedrosa: realmente a #incompetência do #advogado do canalha mil vezes e maior ladravaz da história  é espantosa… '
' @oliveira27m: o que na verdade interessa é procrastinar o andamento processual #bastadecorruptos :///yzof8zt7tj'
' @julietapedrosa: realmente a #incompetência do #advogado do canalha mil vezes e maior ladravaz da história  é espantosa… '
' @julietapedrosa: realmente a #incompetência do #advogado do canalha mil vezes e maior ladravaz da história  é espantosa… '
' @julietapedrosa: realmente a #incompetência do #advogado do canalha mil vezes e maior ladravaz da história  é espantosa… '
'@luizmuller @requiaopmdb narizinho futura detenta '
' :///ip4uvvxd1p'
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
"' @ioneatuante4: eueueu, o  dirceu se f vai aguardar o amigo   :///vj2l6oxyst'"
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
' @mary_greicy:   lula ladrão teu lugar é na prisão   94% dos brasileiros querem lula ladrão na prisão :///5ipr…'
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
"'@portaljovempan cadeia para este traste que arruinou, sob todos os aspectos, o brasil '"
' @clissiacrepaldi: mal caráter isso sim ele todos os acéfalos que o seguem  :///fskttq5hws'
' @titoporto10:  :///rzieguxnvt'
' @julietapedrosa: realmente a #incompetência do #advogado do canalha mil vezes e maior ladravaz da história  é espantosa… '
' @bhuoriescaussoy: marcelo diz que pagamentos a lula vão além dos lançados na planilha ‘italiano’ isso é uma vergonha  htt…'
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
' @clissiacrepaldi: mal caráter isso sim ele todos os acéfalos que o seguem  :///fskttq5hws'
'estes recibos do @lulapelobrasil parecem tão legítimos quanto o diploma assinado pelos dicentes da ufrb '
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @bismarckdepaula: zé dirceu de volta para o xilindró   :///4fue6a6bya'
"'sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
"'e é verdade essa defesa do lula, se vc parar pra prestar atenção,dá pra ouvir o tema do looney tunes tocando ao fundo  :///uyng4bhz0j'"
'#dirceunacadeia e  já :///xhlst1hiqu'
'@aleandradeiii @gwgminas @yury_sales @sbrjjo @carantorbp @albuquerque_a_a @faxinanopoder_ @nirdop @nopontodofato @messinho76 @ricarte_jr @literatura1 @maracrisc1 @nadiajuvencio @fabi_aguiar_ @carmensilviasol @mahggasantana @rodrigo_moller_ @ioneatuante4 @acitemeslizarb @manuzinha_itp @pauloferraz @lobaoeletrico @guerreirosuper_ @tatymenis76 @prenatoolima @crgribas @sleig @soniajcalixto @subeida1 @mirandasa_ @teresinhalopes @ajulysantos @salseira @ftimaveni @glaucecabral @redeglobo @avsoberano @jairbolsonaro @globonews @pami_px @mariohenriques_ @aecioneves @stf_oficial @ericktaz @cabronca45 @vivoemrede isso lá é argumento mais um defensor do lula com mentalidade de ameba '
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @pastorliomar: a movimentação bancária da alma mais honesta desse país     :///984rb7wrob'
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
' @titoporto10: a justiça no brasil não é levada a sério  pelo fim da impunidade @ppreacarn @belcarvalho5 @justbira… '
"' @julietapedrosa:  maravilha, quanto mais #crimes o ladravaz cometer, pior pra ele :///zauwtoorae'"
'@lulapelobrasil @coredasantigas um dos milhares de ratos que existe em brasília  #direitavtnc #esquerdavtnc'
"'jean, vitar e ranolf  reedição da obra(de merda) macaquinhos  #dirceunacadeia  :///axzphsntp1'"
' @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia ://t…'
"' @marcelohammer: jean, vitar e ranolf  reedição da obra(de merda) macaquinhos  #dirceunacadeia  :///axzphsntp1'"
' @pecunia55: #dirceunacadeia e  já :///xhlst1hiqu'
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
' @bismarckdepaula: zé dirceu de volta para o xilindró   :///4fue6a6bya'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
'@lulapelobrasil 31 de junho  '
'@lulapelobrasil 🤪😆😳😂😍😅😂🤪🤣 incrível diferente do vídeo que a @gleisi fez  olha só que upgrade de cachaceiro a romântico amoroso ownnnn fofo '
'fernando holiday: lula entrega recibos com datas que não existem para moro  #mbl :///0itbzext7f'
"'@lulapelobrasil awwww obrigada ❤️ eu acredito  mas devolve tudo que vc roubou da gente, e eu vou cantar serenata lá na porta da papuda pra vc '"
'kkkkkkkkkkkkkkk #dirceunacadeia  e vc #dilmasabiadetudo :///7gmflszwhb'
' @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia ://t…'
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
"'aí a defesa de #lula apresenta recibos, um tanto quanto estranho 31 de junho como explicar a mentira   :///ofxblmhndn'"
'@anaamelialemos mais uma vez desmascarando os meliantes #ptnuncamais  :///mqj7o9ea6m via @youtube'
'e tome crime nesse safado devem prender os advogados também má fé pura e na cara dura  #dirceunacadeia  :///yqp7msvpek'
"'@o_antagonista vamos aguardar o moro pedir a perícia só por via das dúvidas porque nós sabemos q ele depois dessa, se incriminou muito '"
' @titoporto10: isso é crime  @lulapelobrasil #cadeia pelo fim da impunidade @iaragb @sandrabrasilia @virginiasousa… '
'@estadao tudo é sempre uma grande farsa uma mentira atrás da outras enganando apenas a massa burra lamentável  #foracorruptos'
"'o calendário está mentindo, 31/06 e 31/11 existem  #alémdeladrãoéburro'"
' @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… '
'eu só vou acreditar realmente nesse país quando ver o marginal de 9 dedos enjaulado '
'@agencialupa @lulapelobrasil a notícia é verdadeiraos recibos são fakerssss '
"'@lulapelobrasil em instante o momento me engana que eu gosto, pior que tem gente que gosta de ser enganado '"
' @mrsmancini: kkkkkkkkkkkkkkk #dirceunacadeia  e vc #dilmasabiadetudo :///7gmflszwhb'
"' @marcelohammer: jean, vitar e ranolf  reedição da obra(de merda) macaquinhos  #dirceunacadeia  :///axzphsntp1'"
"'esses meliantes quebraram o brasil na sua gana pelo poder, resultado tá aí  #dilmanacadeia :///a7zdgb2e6f via @youtube'"
"' @albuquerque_a_a: @jairton29 @paulacamara_ um por vez, um a um cadeia #acordabrasil #foratemer  … '"
'👉👉  :///hdsfsneres'
'@trf4_oficial 👉 '
"'se eu sou o lula, demito o escritório descaso danado  :///3ipoz8pkol'"
'   //  os meliantes apresentaram recibos de aluguel com datas inexistentes no calendário kkkkk'
' @carvaparecida:    //  os meliantes apresentaram recibos de aluguel com datas inexistentes no calendário kkkkk'
"' @fernandamixalhs: @ary_antipt @depeduardocunha vamos ver, pq esse molusco ainda nao foi preso '"
'ta tirando que vc  é desprovido de inteligência sabemos mas achar que a população não sabe ver um calendário é demais :///qopzcmamxn'
'@estadao '
' @titoporto10: a justiça no brasil não é levada a sério  pelo fim da impunidade @ppreacarn @belcarvalho5 @justbira… '
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
'#dirceunacadeia  :///wm7ogp2epf'
'#dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
' @cezarsoni: #dirceunacadeia  :///wm7ogp2epf'
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
"'@alexlage18 @pedrojalesmt @estadao ele nunca será  candidato, lula sim precisa de um cargo para escapar da cadeia     #lulacorrupto'"
' @titoporto10: a justiça no brasil não é levada a sério  pelo fim da impunidade @ppreacarn @belcarvalho5 @justbira… '
'#aecionacadeia  #dirceunacadeia #foraalckim #foratemer #prendamtodos #foragilmarmendes são tantas hashtags :///zwtcferjgv'
' @mary_greicy:   lula ladrão teu lugar é na prisão   94% dos brasileiros querem lula ladrão na prisão :///5ipr…'
'infelizmente essa é a herança que nos acompanhará durante alguns anos até ter sido superada #foradilma    …:///ugbbdvg0ly'
' @direita_blog: tribunal condena zé dirceu a 30 anos #estadao  :///hwjyvu0yxv :///j8mclwnahu'
' @mary_greicy:   lula ladrão teu lugar é na prisão   94% dos brasileiros querem lula ladrão na prisão :///5ipr…'
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
':///b9u5u89hny inacreditável prendem a vítima e o lula continua numa boa '
"'com um advogado desse, ninguém precisa de promotor '"
'@lulapelobrasil a crescer crescer o capitalismo ou a corrupção crescer os militantes comunistas ou o número de enganados pelo comunismo'
'@g1politica depois dizem que é perseguição hahahaha '
'ahahahahaha nem pra falsificar direito  😡🤬 :///mwjfifn7ve'
"'@lulapelobrasil tá todo mundo se mobilizando sim, pedindo '"
"'se com 9 dedos bosteja assim, o que faria com 10  #extinçãodopt :///ymdtrobcyr'"
"' @lidialoureir6: sem mais delongas, #dirceunacadeia e para não passar batido  :///oriyiyxqau'"
' :///gav5u6fgcb'
'o herói nacional  :///1zdawno1eu'
' @cezarsoni: #dirceunacadeia  :///wm7ogp2epf'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
'#dirceunacadeia   #aecionacadeia #dilmanacadeia :///r2ybuyi42h'
'  #lulapresoontem :///17x5ynlxus'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… '
"'@radiobandnewsfm recibo fake  era o que faltava, '"
' :///ggvrgtst19'
'@fatimabezerra @portalcnm lembra da cpmi dos @correiosbr  a que deu início à investigação do #mensalão do @ptbrasil  foi ali que o brasil começou a falir '
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
"'@marlonscampos @pgiolli @rcrevelone @arisirius @vazatemer @joaopatriotico @luheisenberg @clebervg @vagnerjack @renatoarc @spd_33 @phaviih2 @auber_brasil @rubinhoarte @markosbrito1 @lucrjviola @oslecmac74 @temerrosa @pipeline1975 @arykame @barella_sfc @gfrreis @luciamarcia @anaxavier98 @robervalguaru @mariaritadec1 @flagbh @gilmarfc @allanmalony @lciapontes1 @heraldo10743939 @turquim5 @bbugaddo @lobaoeletrico @maria13petralha @spd_33_ @deivis_sil @adrianasscamar1 @silviofarias001 @mlulatica @macsanto777 @passariandre @dorivas5 @marianaxmaria @ccambara2 @bhzkika @bobjackk @aeciofaraujo @bobiackk acorda bolchevique iludido do século xxi, é  :///zdjv9oezy0'"
"'tão bandido quando o lula, porém mais cara de pau  #malufnacadeia  #dirceunacadeia #aecionacadeia #dilmanacadeia :///8u6fadjamo'"
' @rosely200382: o que todo mundo quer: :///iymrmprk4f'
'o lula já foi melhor em dar golpes  :///ixptz4t1jh'
'quer mais tempo 31/11 é compromisso vote lula2018 #lavajato #recibodolula '
"'@o_antagonista alguém ainda acredita nesse homem é um erro, atrás do outro já se incriminou d + está na hora de ir pra cadeia queremos '"
'manda pro trf 4 que tá tudo certo dá uma triplicada na pena e o brasil de verdade agradece #bendinenacadeia #dirceunacadeia  :///pogo0voyrv'
"' @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
' @fabio_pastorio: #dirceunacadeia  e espero que logo o molusco também   :///ic8ntnvh6o'
' @cezarsoni: #dirceunacadeia  :///wm7ogp2epf'
"'@radiobandnewsfm foce negro,pobre e favelado , já estaria apodrecendo na cadeia '"
'#gotrump  #foratemer #bolsonaro2018 :///zsv9qakwfh'
'#gotrump  #foratemer #bolsonaro2018 :///c3i7grvydr'
' além  de ladrão  é  incompetente apresentou recibos com datas inexistentes cadê os idiotas que defendem políticos corruptos :///k5fkiaczpc'
'#intervencaomilitar #gotrump  #foratemer #bolsonaro2018 :///aej3oufofk'
