texto
'@odimau @gduvivier não adianta: pelegos do pt têm merda na cabeça  gosta de comunista ladrãovai pra cuba ver o que ébom #bolsonaro2018 https://tco/kcjp1avx9m'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'@descartes_news @tahardd @idamianof @lulapelobrasil #cholamais no colo da iolanda que em 2018 é lula para presidentebernardes '
'@descartes_news @tahardd aos famintos amigos da ocrim e o povo que se dane  #cholamais ptralha   em 2018 e #bolsonaro2018 presidente'
'rt @arcofi: palocci: presenciei o ‘desmonte moral’ de lula https://tco/olcx0ytt2s #lulanuncamais #lulaacabou '
'rt @mestre_tigresa: palocci pede desfiliação em carta duríssima entregue ao pt https://tco/2ssqxqvtzc via @veja … '
'lula definiu  https://tco/rjih3bdy4g'
'será que alguém ainda acredita no #lula depois dos recibos e da carta de #palocci '
'rt @jorgenagel: a carta de palocci é demolidora   #lulapreso https://tco/vzozo4lyar'
'@teresinhalopes #foragilmar  #maduropreso #foratemer #foraaecio #mpindependente #3poderespodres #naoreelejaninguem #10medidas'
'rt @rogomonev: @teresinhalopes #foragilmar  #maduropreso #foratemer #foraaecio #mpindependente #3poderespodres #naoreelejaning…'
'rt @mestre_tigresa: palocci pede desfiliação em carta duríssima entregue ao pt https://tco/2ssqxqvtzc via @veja … '
'@lulapelobrasil @descartes_news pode deixar #lularapio que no dia 31 de fevereiro eu acredito em você '
'nem pra forja provas ele serve  #pqp  https://tco/ghkx8ftkjq'
'agora o #pt desmorona e eu quero assistir de camarote  #partidoterrorista #seitapetista  #perdatotal  https://tco/efgbotawo8'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rolou ctrl-c - ctrl-v a vontade  #recibosanalfas  https://tco/rh55yqvem9'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'palocci bem que podia contar o que sabe sobre celso daniel, né '"
'rt @bhuoriescaussoy: os segredos que palocci vai revelar  https://tco/bo9onorwx4'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'até quando vamos fingir acreditar na autoproclamação do homem mais honesto do país  - #palocci  '
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'#cinismo #lavajato #foraesquerdacorrupta #cadeia  https://tco/upmth1hwzi'
'rt @fernandamixalhs: @maria_lima e esse safado ainda continua solto '
'gentinha sumidas escolhem holofotes de esquerda ai quer não   https://tco/isucvoytc2'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'@lulapelobrasil que bom, aí vai meu recado '"
'rt @paulacamara_: lula apresenta recibos com datas inexistentes para provar aluguel de apartamento  … '
'assistam isso  https://tco/yzhnyxcs2i'
'   https://tco/kzy7kaeq0h'
'seita dos mais fanáticos e acéfalos seguidores do planeta     #ptnuncamais https://tco/awuocevxtp'
"'a punição à aécio é branda por enquanto, assim como tem sido branda ao lula, mas é um começo #aecionacadeia '"
'@rede_18 só espere que o rede não seja reduto dessa corja no futuro há conversas às conferir '
"'@vemruaboston , temer, aécio, dilma, sanery, jucáe cia'"
"', temer, aécio, dilma, sanery, jucáe cia https://tco/vhs8aspdgu'"
'@rede_18 só espero que o rede não se torne reduto dessa corja no futuro há conversas a conferir '
"'idoso de 75 anos reage a assalto em sua casa, mata o bandido é preso   https://tco/lhd2kgzcsl via @newsatual2017'"
"'esse bandido, é o seu candidato ouçam o que ele fala e quer fazer de nosso país https://tco/br4lpaplpi'"
'nós não somente os adeptos da seita acreditam    https://tco/gyiixeheyf'
"'rt @osvladpereira: idoso de 75 anos reage a assalto em sua casa, mata o bandido é preso   https://tco/lhd2kgzcsl via @newsatu…'"
"'@estadao , temer, dilma aécio e seus comparsas'"
"'@eaguiarr , temer, dilma aécio e seus comparsas😡'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"', temer, dilma aécio e seus comparsas https://tco/vuvtm2jzy8'"
"'@ericamaral10 , temer, dilma aécio e seus comparsas'"
"'rt @marimpnetto: , temer, dilma aécio e seus comparsas https://tco/vuvtm2jzy8'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'@folha_poder @ericamaral10 , temer, dilma aécio e seus comparsas'"
'o calendario petista é maior que o nosso tem 31 dias em meses de 30 diasenfim hahaha '
"'carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @gus_moreira: assistam isso  https://tco/yzhnyxcs2i'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'até quando vamos fingir acreditar na autoproclamação do homem mais honesto do país’ antonio palocci  #aculpaehdamarisa'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @jorgenagel: a carta de palocci é demolidora   #lulapreso https://tco/vzozo4lyar'
"'algumas palavrinhas sobre os 30 ano do ze dirceu, a cartinha do palocci e os recibos fakes do lula  melhor não neh rs   https://tco/y14ppdainy'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
' #corrupção https://tco/z4e8vw9hvc'
'+1 coleguinha perseguido pra se juntar ao bando de lula    https://tco/y14ppdainy'
'@tthecrow_ #dirceunacadeia   '
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @marimpnetto: , temer, dilma aécio e seus comparsas https://tco/vuvtm2jzy8'"
'@o_antagonista  @jairbolsonaro @bolsonarosp'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'@andramarce111o @blogdonoblat mas o que é isso mas o que é isso mas o que é isso chora maria do rosário #falapalocci  '
"'rt @marimpnetto: alô juiz moro, prende o zé canalha logo ou ele vai cumprir a aposentadoria em cuba, kkk  https://tco/de1f5j2…'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @izidiooliver: carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
'@reinaldoazevedo os velhos aloprados fabricantes de dossies ainda não aprenderam nem fazer simples recibos  #lula x #palocci'
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @marimpnetto: alô juiz moro, prende o zé canalha logo ou ele vai cumprir a aposentadoria em cuba, kkk  https://tco/de1f5j2…'"
"'rt @izidiooliver: carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
"'@silvionavarro eu parei em 2005, com o mensalao saudações cordiais ;) '"
"'rt @izidiooliver: carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'@ptbrasil palocci, meu malvado favorito  https://tco/tnorifwa1d'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'@lulapelobrasil quero #bolsonaro2018 , quero #bolsonaropresidente , quero #jairbolsonaro presidente do brasil  é um plus'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @izidiooliver: carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
"'@lulapelobrasil , a petezada treme a petezada chora kkkk https://tco/jwjpjvy5kk'"
'@ptbrasil ladrãozinho pé de chinelo '
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
"'rt @paulacamara_: em pedido de desfiliação do pt, palocci diz que lula confessará seus crimes “cedo ou tarde”  https://tco/wo…'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'rt @corytiba: maravilha sem bandido de estimação  https://tco/ubaxbo3b8s'
'se reconhecerem +1 pouquinho a pena vai chegar aos 100 anos    https://tco/tocy3iozil'
"'rt @izidiooliver: carta de uma mente brilhante, inteligente    excepcional   https://tco/prqavsqqkl'"
"'kkkkkkkkk agora que eu vi isso, 31 de e junho wtf  #lulaburro #lulaladrao   como eu sempre digo, quem https://tco/lobmx3vjyv'"
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'@folha batedor de carteiras perto do '
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
' https://tco/izm30zvzyf'
'rt @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… '
'rt @gus_moreira: o lula que inventou esse dia  https://tco/zgzr0eoxuj'
'@estadao @adilton_virgens recibo falso  https://tco/zfqpmis30n'
"'@valdilenejp @noticiasnatela @paulosaulo12 @aecioneves  #aecionacadeia uma coisa é ser condenado por ofensas outra por ser bandido como lula, logo mais será a vez do bandido aécio'"
"'@lulapelobrasil  seu lugar em predidente bernardes, safado'"
'#luladrão  https://tco/likucmlhor'
"'entrou pobre num país rico e saiu rico num país pobre rato cachaceiro, tem q mofar na cadeia, apodrecer na prisão #luladay  https://tco/4bjjy1ua5i'"
'@socialistiphone e a  '
'@lulapelobrasil que você vá pra cadeia que a papuda seja seu novo lar seu ladrão  #luladrão o q acha amor @luciferiano😒'
"'dos grandes intelectuais formadores de opiniao desse pais, e que defendem #minc, quantos tiveram o privilegio da lei rouanet '"
'#luladay lula em frente a sua casa no guarujá  https://tco/nmrlevbfxa'
'@deputadofederal carregou o dinheiro tb '
' #luladay    o deus dos alienados https://tco/r64fl5r52z'
'@marcuspitter  já'
'@sodeboabrazil vixe haja paciênciaestocar vento vai ser pouco @dilmaroussef__ ladra #dilmanacadeia  #luladay na papuda fdp'
"'#luladay o menino do mep,garoto abusado na prisão, manda lembranças no dia de hoje   https://tco/njqcclb71d'"
'@spd_33 @lulapelobrasil @becabrix @humbertoreisjr @panichiraphael @pandarcds @aeciofaraujo @mscmauro @rosevplb @brunosilvagp @fussballsehr @lula_nacadeia '
'1ª parte entrevista com o deputado bolsonaro @jairbolsonaro que vai desmentindo as desinformações  #votoimpresso https://tco/jwiqigwuwa'
'#luladay '
'#luladay sugestão de 🎁 de 🎂: um vidro de óleo de peroba mas desejo à ele condenação na 2¤ instância e prisão por muitos anos '
'#gleisinacadeia #esquerdanuncamais   exclusivo: o roteiro da propina entregue a gleisi hoffmann https://tco/zxghdznclr'
'@frank9331 @marcelo04346868 o país está a deriva nos últimos 15 anos#luladay no xilindró  #dilmaladra leva pasadena p casa #apoiolavajato @dilmaroussef__'
'2ª parte entrevista com o deputado bolsonaro @jairbolsonaro que vai desmentindo as desinformações  #votoimpresso https://tco/ah59fidwbt'
'rt @antoniosous: #luladay  #gleisinacadeia #forapimentel #censuranuncamais o roteiro da propina https://tco/6vwm8niumg via @v…'
'@gleisi '
"'@faridgermano viva o temer, apoiou ele, faça bom proveito, ah esqueci, é culpa do pt e da dilma '"
'rt @malditopt: #gleisinacadeia #esquerdanuncamais   exclusivo: o roteiro da propina entregue a gleisi hoffmann https://tco/zx…'
'rt @locerma_timao: @frank9331 @marcelo04346868 o país está a deriva nos últimos 15 anos#luladay no xilindró  #dilmaladra… '
'#lulanuncamais  https://tco/waecdhu1t5'
'@gleisi '
'rt @avancabrasil_: 1ª parte entrevista com o deputado bolsonaro @jairbolsonaro que vai desmentindo as desinformações … '
'@gleisi '
"'rt @paulacamara_: lula por minas gerais: “ ladrão , safado , vagabundo  “  https://tco/n3octss32z'"
'@enquette_ @lulapelobrasil '
'@deputadofederal '
'@spd_33 @lulapelobrasil @becabrix @humbertoreisjr @panichiraphael @pandarcds @aeciofaraujo @mscmauro @rosevplb @brunosilvagp @fussballsehr @lula_nacadeia  https://tco/a5fuhvwhzr'
'rt @fmaier50:  https://tco/xkxbmyoqz9'
'@lulapelobrasil quero um par de algemas pra ti condenado #intervencaomilitarja    #extinçãodopt https://tco/0s1bollrh9'
'#luladay  #cachaceiro #ratazanasujaevulgar'
"'@lulapelobrasil @humbertocostapt passei para te dar um presente, seu pilantra  https://tco/t3jgrr0dlv'"
'@jeffersonluis91 jeremia '
'@enquette_ @nopontodofato e prefiro a tag '
'@jeffersonluis91 queremos '
'rt @mblivrebh: #lulaporminasgerais  não     já   https://tco/vm2ysf3pzs'
'quero mais é que o lula se exploda #luladay é o caralho  isso sim'
'#bolsonaro2018 #vivabolsonaro #bolsonaropresidente2018  #direitapatriota… https://tco/fjd3qho2la'
'rt @maryfaribeiro: @fussballsehr verdade concordo '
'@lulapelobrasil  https://tco/u0mqg3jzfg'
'rt @osvladpereira: #fimdeanoeuquero  https://tco/1q9lupafht'
'@deputadofederal  paloffi manda parabéns e está te esperando atrás das grades'
'#luladay eu qro saber é do dia em q esse desgraçado irá p/ cadeia '
' https://tco/ns6brjgu5u'
'achei q #luladay era a prisão do @lulapelobrasil que pena me enganei #lulanacaday  '
'@estadao @estadaopolitica  https://tco/2iyfk10lyn'
'sqn  https://tco/0gua6ihrn2'
'#luladay  #safado https://tco/aljvayfyir'
'e o   https://tco/550op6h6zm'
'@jqteixeira @lulapelobrasil '
'@folha u2 '
' https://tco/hhrtc1kwig'
' https://tco/pagq70kdpd'
'@gleisi se prepara #luladay  https://tco/kzctggzcpx'
'#luladay  https://tco/2kgfcp4wwa'
'#luladay vai preso seu fdp   #dilmanacadeia #temernacadeia https://tco/3igl5nw0lx'
'#luladay caralho vcs amam passar vergonha mesmo ein '
'rt @ezequiasns:  https://tco/hhrtc1kwig'
'@gleisi  #lulaladrao https://tco/m0lsyzysfb'
'#luladay é a pqp meu negócio é '
'rt @silviadiringer: #luladay é a pqp meu negócio é '
'#luladay é o caralho  sim'
"'rt @osvladpereira: senador do pt orientou lula: desacate juiz moro,vire preso político e comova o país  https://tco/j6rwqdma9…'"
"'rt @osvladpereira: senador do pt orientou lula: desacate juiz moro,vire preso político e comova o país  https://tco/j6rwqdma9…'"
'rt @ezequiasns:  https://tco/hhrtc1kwig'
'@g1se onde tem pt tem sujeira '
'rt @aklves_: #luladay caralho vcs amam passar vergonha mesmo ein '
'@deputadofederal '
'#luladay dia do maior ladrão comunista safado que esse país já viu '
'@ptmilitancia @gleisi @lulapelobrasil eleitor de aéciokkk ñ voto em bandido e ñ tenho bandido condenado de estimação #aécionacadeia  #temernacadeia #dilmatbm'
'quem ainda apoia esse cara só pode estar querendo se lascar mais ainda né '
"'corrupção tem no mundo todo, mas fã clube de corrupto, só o brasil tem  #luladay'"
"'rt @gersonsantossc: corrupção tem no mundo todo, mas fã clube de corrupto, só o brasil tem  #luladay'"
'@aruthcao @negraotremembe @helenaf21621737 @kiko49ersmilton @macimarcus @sandrabrasilia @jumuller45 @mahggasantana @gwgminas @coelho7l @depressogourme1 @anacristinadeol @rosangela_bolze @cbrflu @uniaotricolorba @pedrobio06 @macunaimaz @2llyzmendonca @led_melo @doutorcury @jwbranda @projetochef @gabymoreiramor1 @paulo_oshiro @faxinanopoder_ @taniaro98212515 @cibezane @limadoc @edilsonbert @liajrio @jsaopaulino @mateussams @deadabarra @elisjun @j_loganjr @yury_sales @ederbb @rogerriomar1 @maracrisc @cassianoforever @abrunon @nopontodofato @remiltonroza @livinimedeiros @nonato55557777 @marisascruz @blogdojefferson @rodrigo_moller_ @jan101871 @fussballsehr vamos subir a tag  para presente lula'
'esquerdinhas nn podem ver uma vergonha q já querem passar k '
'e o   https://tco/hkyj7lu2ql'
'rt @fuinha_julea: #luladay dia do maior ladrão comunista safado que esse país já viu '
'rt @fuinha_julea: quem ainda apoia esse cara só pode estar querendo se lascar mais ainda né '
'@spilksen @mary_greicy festa de niver do ninefingers '
'rt @fuinha_julea: esquerdinhas nn podem ver uma vergonha q já querem passar k '
"'rt @anjokamaximo: #prisaosegundainstanciasim  anda muito saidinho stf pago pelos contribuintes, solta bandidos q assalta… '"
'kkkkkk q trela ver o pv dando parabéns ao lula https://tco/g4cjouwex8'
'@mariadorosario @micheltemer cala boca hipócrita aqui tu te calou como sempre #intervencaomilitarja  #rosarionacadeia    #extinçãodopt  #foracomunistas https://tco/hs3r1eaq3f'
'@enquette_ #luladay  preso já    https://tco/p8cmbijbjo'
'@antoniopaes17 @lahernandes1 @spd_33 @lulapelobrasil @becabrix @humbertoreisjr @panichiraphael @pandarcds @aeciofaraujo @mscmauro @rosevplb @brunosilvagp @fussballsehr @lula_nacadeia '
'o cara vem aí para bangu 1  https://tco/sql4z9mtid'
'rt @ezequiasns:  https://tco/hhrtc1kwig'
"'parabéns lula, seu presente está lá a papuda '"
"'rt @marcelorodrgues: será que aquelas pessoas que bateram panelas, foram às ruas com a camisa canarinha e gritaram  e #foradilma… '"
